id,category,subcategory,clean_text,corrupt_text,clean_label,corrupt_label,target_tokens,target_positions,difficulty,expected_layer_sensitivity,notes,Context
2334,intensity,scale_variation,The product was terrible,The product was amazing,negative,positive,"['terrible', 'amazing']",4,easy,"[2, 3, 4]",Scale variation: terrible (pos 0) vs amazing (pos 4),Scale variation
2335,intensity,scale_variation,The restaurant was pleasant,The restaurant was wonderful,positive,positive,"['pleasant', 'wonderful']",4,easy,"[2, 3, 4]",Scale variation: pleasant (pos 3) vs wonderful (pos 4),Scale variation
2336,intensity,scale_variation,The movie was disappointing,The movie was wonderful,negative,positive,"['disappointing', 'wonderful']",4,easy,"[2, 3, 4]",Scale variation: disappointing (pos 1) vs wonderful (pos 4),Scale variation
2337,intensity,scale_variation,The movie was bad,The movie was good,negative,positive,"['bad', 'good']",4,easy,"[2, 3, 4]",Scale variation: bad (pos 1) vs good (pos 3),Scale variation
2338,intensity,scale_variation,The restaurant was pleasant,The restaurant was disappointing,positive,negative,"['pleasant', 'disappointing']",4,easy,"[2, 3, 4]",Scale variation: pleasant (pos 3) vs disappointing (pos 1),Scale variation
2339,intensity,scale_variation,The book was awful,The book was excellent,negative,positive,"['awful', 'excellent']",4,easy,"[2, 3, 4]",Scale variation: awful (pos 0) vs excellent (pos 4),Scale variation
2340,intensity,scale_variation,The movie was bad,The movie was terrible,negative,negative,"['bad', 'terrible']",4,easy,"[2, 3, 4]",Scale variation: bad (pos 1) vs terrible (pos 0),Scale variation
2341,intensity,scale_variation,The product was amazing,The product was bad,positive,negative,"['amazing', 'bad']",4,easy,"[2, 3, 4]",Scale variation: amazing (pos 4) vs bad (pos 1),Scale variation
2342,intensity,scale_variation,The book was good,The book was amazing,positive,positive,"['good', 'amazing']",4,easy,"[2, 3, 4]",Scale variation: good (pos 3) vs amazing (pos 4),Scale variation
2343,intensity,scale_variation,The book was terrible,The book was good,negative,positive,"['terrible', 'good']",4,easy,"[2, 3, 4]",Scale variation: terrible (pos 0) vs good (pos 3),Scale variation
2344,intensity,scale_variation,The product was bad,The product was okay,negative,neutral,"['bad', 'okay']",4,easy,"[2, 3, 4]",Scale variation: bad (pos 1) vs okay (pos 2),Scale variation
2345,intensity,scale_variation,The restaurant was fine,The restaurant was wonderful,neutral,positive,"['fine', 'wonderful']",4,easy,"[2, 3, 4]",Scale variation: fine (pos 2) vs wonderful (pos 4),Scale variation
2346,intensity,scale_variation,The product was amazing,The product was terrible,positive,negative,"['amazing', 'terrible']",4,easy,"[2, 3, 4]",Scale variation: amazing (pos 4) vs terrible (pos 0),Scale variation
2347,intensity,scale_variation,The product was fine,The product was pleasant,neutral,positive,"['fine', 'pleasant']",4,easy,"[2, 3, 4]",Scale variation: fine (pos 2) vs pleasant (pos 3),Scale variation
2348,intensity,scale_variation,The product was nice,The product was average,positive,neutral,"['nice', 'average']",4,easy,"[2, 3, 4]",Scale variation: nice (pos 3) vs average (pos 2),Scale variation
2349,intensity,scale_variation,The product was good,The product was bad,positive,negative,"['good', 'bad']",4,easy,"[2, 3, 4]",Scale variation: good (pos 3) vs bad (pos 1),Scale variation
2350,intensity,scale_variation,The product was pleasant,The product was horrible,positive,negative,"['pleasant', 'horrible']",4,easy,"[2, 3, 4]",Scale variation: pleasant (pos 3) vs horrible (pos 0),Scale variation
2351,intensity,scale_variation,The restaurant was poor,The restaurant was excellent,negative,positive,"['poor', 'excellent']",4,easy,"[2, 3, 4]",Scale variation: poor (pos 1) vs excellent (pos 4),Scale variation
2352,intensity,scale_variation,The restaurant was poor,The restaurant was nice,negative,positive,"['poor', 'nice']",4,easy,"[2, 3, 4]",Scale variation: poor (pos 1) vs nice (pos 3),Scale variation
2353,intensity,scale_variation,The movie was excellent,The movie was average,positive,neutral,"['excellent', 'average']",4,easy,"[2, 3, 4]",Scale variation: excellent (pos 4) vs average (pos 2),Scale variation
2354,intensity,scale_variation,The book was fine,The book was wonderful,neutral,positive,"['fine', 'wonderful']",4,easy,"[2, 3, 4]",Scale variation: fine (pos 2) vs wonderful (pos 4),Scale variation
2355,intensity,scale_variation,The movie was fine,The movie was horrible,neutral,negative,"['fine', 'horrible']",4,easy,"[2, 3, 4]",Scale variation: fine (pos 2) vs horrible (pos 0),Scale variation
2356,intensity,scale_variation,The restaurant was wonderful,The restaurant was fine,positive,neutral,"['wonderful', 'fine']",4,easy,"[2, 3, 4]",Scale variation: wonderful (pos 4) vs fine (pos 2),Scale variation
2357,intensity,scale_variation,The book was good,The book was bad,positive,negative,"['good', 'bad']",4,easy,"[2, 3, 4]",Scale variation: good (pos 3) vs bad (pos 1),Scale variation
2358,intensity,scale_variation,The product was fine,The product was disappointing,neutral,negative,"['fine', 'disappointing']",4,easy,"[2, 3, 4]",Scale variation: fine (pos 2) vs disappointing (pos 1),Scale variation
2359,intensity,scale_variation,The product was horrible,The product was pleasant,negative,positive,"['horrible', 'pleasant']",4,easy,"[2, 3, 4]",Scale variation: horrible (pos 0) vs pleasant (pos 3),Scale variation
2360,intensity,scale_variation,The product was nice,The product was average,positive,neutral,"['nice', 'average']",4,easy,"[2, 3, 4]",Scale variation: nice (pos 3) vs average (pos 2),Scale variation
2361,intensity,scale_variation,The movie was amazing,The movie was bad,positive,negative,"['amazing', 'bad']",4,easy,"[2, 3, 4]",Scale variation: amazing (pos 4) vs bad (pos 1),Scale variation
2362,intensity,scale_variation,The product was nice,The product was average,positive,neutral,"['nice', 'average']",4,easy,"[2, 3, 4]",Scale variation: nice (pos 3) vs average (pos 2),Scale variation
2363,intensity,scale_variation,The restaurant was terrible,The restaurant was bad,negative,negative,"['terrible', 'bad']",4,easy,"[2, 3, 4]",Scale variation: terrible (pos 0) vs bad (pos 1),Scale variation
2364,intensity,scale_variation,The book was terrible,The book was amazing,negative,positive,"['terrible', 'amazing']",4,easy,"[2, 3, 4]",Scale variation: terrible (pos 0) vs amazing (pos 4),Scale variation
2365,intensity,scale_variation,The product was awful,The product was nice,negative,positive,"['awful', 'nice']",4,easy,"[2, 3, 4]",Scale variation: awful (pos 0) vs nice (pos 3),Scale variation
2366,intensity,scale_variation,The restaurant was good,The restaurant was terrible,positive,negative,"['good', 'terrible']",4,easy,"[2, 3, 4]",Scale variation: good (pos 3) vs terrible (pos 0),Scale variation
2367,intensity,scale_variation,The book was awful,The book was excellent,negative,positive,"['awful', 'excellent']",4,easy,"[2, 3, 4]",Scale variation: awful (pos 0) vs excellent (pos 4),Scale variation
2368,intensity,scale_variation,The restaurant was terrible,The restaurant was amazing,negative,positive,"['terrible', 'amazing']",4,easy,"[2, 3, 4]",Scale variation: terrible (pos 0) vs amazing (pos 4),Scale variation
2369,intensity,scale_variation,The product was fine,The product was wonderful,neutral,positive,"['fine', 'wonderful']",4,easy,"[2, 3, 4]",Scale variation: fine (pos 2) vs wonderful (pos 4),Scale variation
2370,intensity,scale_variation,The restaurant was horrible,The restaurant was wonderful,negative,positive,"['horrible', 'wonderful']",4,easy,"[2, 3, 4]",Scale variation: horrible (pos 0) vs wonderful (pos 4),Scale variation
2371,intensity,scale_variation,The movie was okay,The movie was good,neutral,positive,"['okay', 'good']",4,easy,"[2, 3, 4]",Scale variation: okay (pos 2) vs good (pos 3),Scale variation
2372,intensity,scale_variation,The book was bad,The book was okay,negative,neutral,"['bad', 'okay']",4,easy,"[2, 3, 4]",Scale variation: bad (pos 1) vs okay (pos 2),Scale variation
2373,intensity,scale_variation,The book was pleasant,The book was disappointing,positive,negative,"['pleasant', 'disappointing']",4,easy,"[2, 3, 4]",Scale variation: pleasant (pos 3) vs disappointing (pos 1),Scale variation
2374,intensity,scale_variation,The restaurant was excellent,The restaurant was nice,positive,positive,"['excellent', 'nice']",4,easy,"[2, 3, 4]",Scale variation: excellent (pos 4) vs nice (pos 3),Scale variation
2375,intensity,scale_variation,The movie was excellent,The movie was poor,positive,negative,"['excellent', 'poor']",4,easy,"[2, 3, 4]",Scale variation: excellent (pos 4) vs poor (pos 1),Scale variation
2376,intensity,scale_variation,The product was amazing,The product was terrible,positive,negative,"['amazing', 'terrible']",4,easy,"[2, 3, 4]",Scale variation: amazing (pos 4) vs terrible (pos 0),Scale variation
2377,intensity,scale_variation,The product was amazing,The product was bad,positive,negative,"['amazing', 'bad']",4,easy,"[2, 3, 4]",Scale variation: amazing (pos 4) vs bad (pos 1),Scale variation
2378,intensity,scale_variation,The product was good,The product was terrible,positive,negative,"['good', 'terrible']",4,easy,"[2, 3, 4]",Scale variation: good (pos 3) vs terrible (pos 0),Scale variation
2379,intensity,scale_variation,The book was fine,The book was horrible,neutral,negative,"['fine', 'horrible']",4,easy,"[2, 3, 4]",Scale variation: fine (pos 2) vs horrible (pos 0),Scale variation
2380,intensity,scale_variation,The book was terrible,The book was okay,negative,neutral,"['terrible', 'okay']",4,easy,"[2, 3, 4]",Scale variation: terrible (pos 0) vs okay (pos 2),Scale variation
2381,intensity,scale_variation,The movie was wonderful,The movie was pleasant,positive,positive,"['wonderful', 'pleasant']",4,easy,"[2, 3, 4]",Scale variation: wonderful (pos 4) vs pleasant (pos 3),Scale variation
2382,intensity,scale_variation,The restaurant was average,The restaurant was poor,neutral,negative,"['average', 'poor']",4,easy,"[2, 3, 4]",Scale variation: average (pos 2) vs poor (pos 1),Scale variation
2383,intensity,scale_variation,The movie was pleasant,The movie was wonderful,positive,positive,"['pleasant', 'wonderful']",4,easy,"[2, 3, 4]",Scale variation: pleasant (pos 3) vs wonderful (pos 4),Scale variation
2384,intensity,scale_variation,The product was bad,The product was amazing,negative,positive,"['bad', 'amazing']",4,easy,"[2, 3, 4]",Scale variation: bad (pos 1) vs amazing (pos 4),Scale variation
2385,intensity,scale_variation,The restaurant was nice,The restaurant was awful,positive,negative,"['nice', 'awful']",4,easy,"[2, 3, 4]",Scale variation: nice (pos 3) vs awful (pos 0),Scale variation
2386,intensity,scale_variation,The movie was bad,The movie was amazing,negative,positive,"['bad', 'amazing']",4,easy,"[2, 3, 4]",Scale variation: bad (pos 1) vs amazing (pos 4),Scale variation
2387,intensity,scale_variation,The book was nice,The book was awful,positive,negative,"['nice', 'awful']",4,easy,"[2, 3, 4]",Scale variation: nice (pos 3) vs awful (pos 0),Scale variation
2388,intensity,scale_variation,The restaurant was okay,The restaurant was terrible,neutral,negative,"['okay', 'terrible']",4,easy,"[2, 3, 4]",Scale variation: okay (pos 2) vs terrible (pos 0),Scale variation
2389,intensity,scale_variation,The restaurant was good,The restaurant was amazing,positive,positive,"['good', 'amazing']",4,easy,"[2, 3, 4]",Scale variation: good (pos 3) vs amazing (pos 4),Scale variation
2390,intensity,scale_variation,The product was good,The product was terrible,positive,negative,"['good', 'terrible']",4,easy,"[2, 3, 4]",Scale variation: good (pos 3) vs terrible (pos 0),Scale variation
2391,intensity,scale_variation,The product was awful,The product was average,negative,neutral,"['awful', 'average']",4,easy,"[2, 3, 4]",Scale variation: awful (pos 0) vs average (pos 2),Scale variation
2392,intensity,scale_variation,The product was pleasant,The product was fine,positive,neutral,"['pleasant', 'fine']",4,easy,"[2, 3, 4]",Scale variation: pleasant (pos 3) vs fine (pos 2),Scale variation
2393,intensity,scale_variation,The book was pleasant,The book was fine,positive,neutral,"['pleasant', 'fine']",4,easy,"[2, 3, 4]",Scale variation: pleasant (pos 3) vs fine (pos 2),Scale variation
2394,intensity,scale_variation,The product was disappointing,The product was fine,negative,neutral,"['disappointing', 'fine']",4,easy,"[2, 3, 4]",Scale variation: disappointing (pos 1) vs fine (pos 2),Scale variation
2395,intensity,scale_variation,The restaurant was wonderful,The restaurant was pleasant,positive,positive,"['wonderful', 'pleasant']",4,easy,"[2, 3, 4]",Scale variation: wonderful (pos 4) vs pleasant (pos 3),Scale variation
2396,intensity,scale_variation,The restaurant was pleasant,The restaurant was horrible,positive,negative,"['pleasant', 'horrible']",4,easy,"[2, 3, 4]",Scale variation: pleasant (pos 3) vs horrible (pos 0),Scale variation
2397,intensity,scale_variation,The product was awful,The product was excellent,negative,positive,"['awful', 'excellent']",4,easy,"[2, 3, 4]",Scale variation: awful (pos 0) vs excellent (pos 4),Scale variation
2398,intensity,scale_variation,The restaurant was nice,The restaurant was average,positive,neutral,"['nice', 'average']",4,easy,"[2, 3, 4]",Scale variation: nice (pos 3) vs average (pos 2),Scale variation
2399,intensity,scale_variation,The movie was horrible,The movie was wonderful,negative,positive,"['horrible', 'wonderful']",4,easy,"[2, 3, 4]",Scale variation: horrible (pos 0) vs wonderful (pos 4),Scale variation
2400,intensity,scale_variation,The movie was terrible,The movie was bad,negative,negative,"['terrible', 'bad']",4,easy,"[2, 3, 4]",Scale variation: terrible (pos 0) vs bad (pos 1),Scale variation
2401,intensity,scale_variation,The restaurant was terrible,The restaurant was good,negative,positive,"['terrible', 'good']",4,easy,"[2, 3, 4]",Scale variation: terrible (pos 0) vs good (pos 3),Scale variation
2402,intensity,scale_variation,The movie was fine,The movie was pleasant,neutral,positive,"['fine', 'pleasant']",4,easy,"[2, 3, 4]",Scale variation: fine (pos 2) vs pleasant (pos 3),Scale variation
2403,intensity,scale_variation,The movie was nice,The movie was excellent,positive,positive,"['nice', 'excellent']",4,easy,"[2, 3, 4]",Scale variation: nice (pos 3) vs excellent (pos 4),Scale variation
2404,intensity,scale_variation,The restaurant was average,The restaurant was excellent,neutral,positive,"['average', 'excellent']",4,easy,"[2, 3, 4]",Scale variation: average (pos 2) vs excellent (pos 4),Scale variation
2405,intensity,scale_variation,The book was good,The book was terrible,positive,negative,"['good', 'terrible']",4,easy,"[2, 3, 4]",Scale variation: good (pos 3) vs terrible (pos 0),Scale variation
2406,intensity,scale_variation,The book was terrible,The book was good,negative,positive,"['terrible', 'good']",4,easy,"[2, 3, 4]",Scale variation: terrible (pos 0) vs good (pos 3),Scale variation
2407,intensity,scale_variation,The book was terrible,The book was okay,negative,neutral,"['terrible', 'okay']",4,easy,"[2, 3, 4]",Scale variation: terrible (pos 0) vs okay (pos 2),Scale variation
2408,intensity,scale_variation,The restaurant was amazing,The restaurant was okay,positive,neutral,"['amazing', 'okay']",4,easy,"[2, 3, 4]",Scale variation: amazing (pos 4) vs okay (pos 2),Scale variation
2409,intensity,scale_variation,The restaurant was awful,The restaurant was nice,negative,positive,"['awful', 'nice']",4,easy,"[2, 3, 4]",Scale variation: awful (pos 0) vs nice (pos 3),Scale variation
2410,intensity,scale_variation,The product was pleasant,The product was fine,positive,neutral,"['pleasant', 'fine']",4,easy,"[2, 3, 4]",Scale variation: pleasant (pos 3) vs fine (pos 2),Scale variation
2411,intensity,scale_variation,The restaurant was nice,The restaurant was excellent,positive,positive,"['nice', 'excellent']",4,easy,"[2, 3, 4]",Scale variation: nice (pos 3) vs excellent (pos 4),Scale variation
2412,intensity,scale_variation,The product was excellent,The product was awful,positive,negative,"['excellent', 'awful']",4,easy,"[2, 3, 4]",Scale variation: excellent (pos 4) vs awful (pos 0),Scale variation
2413,intensity,scale_variation,The book was terrible,The book was good,negative,positive,"['terrible', 'good']",4,easy,"[2, 3, 4]",Scale variation: terrible (pos 0) vs good (pos 3),Scale variation
2414,intensity,scale_variation,The movie was average,The movie was nice,neutral,positive,"['average', 'nice']",4,easy,"[2, 3, 4]",Scale variation: average (pos 2) vs nice (pos 3),Scale variation
2415,intensity,scale_variation,The book was average,The book was poor,neutral,negative,"['average', 'poor']",4,easy,"[2, 3, 4]",Scale variation: average (pos 2) vs poor (pos 1),Scale variation
2416,intensity,scale_variation,The book was excellent,The book was awful,positive,negative,"['excellent', 'awful']",4,easy,"[2, 3, 4]",Scale variation: excellent (pos 4) vs awful (pos 0),Scale variation
2417,intensity,scale_variation,The product was poor,The product was nice,negative,positive,"['poor', 'nice']",4,easy,"[2, 3, 4]",Scale variation: poor (pos 1) vs nice (pos 3),Scale variation
2418,intensity,scale_variation,The book was bad,The book was terrible,negative,negative,"['bad', 'terrible']",4,easy,"[2, 3, 4]",Scale variation: bad (pos 1) vs terrible (pos 0),Scale variation
2419,intensity,scale_variation,The restaurant was average,The restaurant was poor,neutral,negative,"['average', 'poor']",4,easy,"[2, 3, 4]",Scale variation: average (pos 2) vs poor (pos 1),Scale variation
2420,intensity,scale_variation,The product was horrible,The product was wonderful,negative,positive,"['horrible', 'wonderful']",4,easy,"[2, 3, 4]",Scale variation: horrible (pos 0) vs wonderful (pos 4),Scale variation
2421,intensity,scale_variation,The product was good,The product was amazing,positive,positive,"['good', 'amazing']",4,easy,"[2, 3, 4]",Scale variation: good (pos 3) vs amazing (pos 4),Scale variation
2422,intensity,scale_variation,The book was horrible,The book was fine,negative,neutral,"['horrible', 'fine']",4,easy,"[2, 3, 4]",Scale variation: horrible (pos 0) vs fine (pos 2),Scale variation
2423,intensity,scale_variation,The book was average,The book was poor,neutral,negative,"['average', 'poor']",4,easy,"[2, 3, 4]",Scale variation: average (pos 2) vs poor (pos 1),Scale variation
2424,intensity,scale_variation,The movie was amazing,The movie was okay,positive,neutral,"['amazing', 'okay']",4,easy,"[2, 3, 4]",Scale variation: amazing (pos 4) vs okay (pos 2),Scale variation
2425,intensity,scale_variation,The product was fine,The product was wonderful,neutral,positive,"['fine', 'wonderful']",4,easy,"[2, 3, 4]",Scale variation: fine (pos 2) vs wonderful (pos 4),Scale variation
2426,intensity,scale_variation,The book was average,The book was excellent,neutral,positive,"['average', 'excellent']",4,easy,"[2, 3, 4]",Scale variation: average (pos 2) vs excellent (pos 4),Scale variation
2427,intensity,scale_variation,The product was disappointing,The product was fine,negative,neutral,"['disappointing', 'fine']",4,easy,"[2, 3, 4]",Scale variation: disappointing (pos 1) vs fine (pos 2),Scale variation
2428,intensity,scale_variation,The restaurant was average,The restaurant was poor,neutral,negative,"['average', 'poor']",4,easy,"[2, 3, 4]",Scale variation: average (pos 2) vs poor (pos 1),Scale variation
2429,intensity,scale_variation,The book was disappointing,The book was wonderful,negative,positive,"['disappointing', 'wonderful']",4,easy,"[2, 3, 4]",Scale variation: disappointing (pos 1) vs wonderful (pos 4),Scale variation
2430,intensity,scale_variation,The book was pleasant,The book was horrible,positive,negative,"['pleasant', 'horrible']",4,easy,"[2, 3, 4]",Scale variation: pleasant (pos 3) vs horrible (pos 0),Scale variation
2431,intensity,scale_variation,The product was bad,The product was terrible,negative,negative,"['bad', 'terrible']",4,easy,"[2, 3, 4]",Scale variation: bad (pos 1) vs terrible (pos 0),Scale variation
2432,intensity,scale_variation,The restaurant was excellent,The restaurant was awful,positive,negative,"['excellent', 'awful']",4,easy,"[2, 3, 4]",Scale variation: excellent (pos 4) vs awful (pos 0),Scale variation
2433,intensity,scale_variation,The product was okay,The product was good,neutral,positive,"['okay', 'good']",4,easy,"[2, 3, 4]",Scale variation: okay (pos 2) vs good (pos 3),Scale variation
2434,intensity,scale_variation,The product was amazing,The product was terrible,positive,negative,"['amazing', 'terrible']",4,easy,"[2, 3, 4]",Scale variation: amazing (pos 4) vs terrible (pos 0),Scale variation
2435,intensity,scale_variation,The restaurant was bad,The restaurant was okay,negative,neutral,"['bad', 'okay']",4,easy,"[2, 3, 4]",Scale variation: bad (pos 1) vs okay (pos 2),Scale variation
2436,intensity,scale_variation,The movie was terrible,The movie was okay,negative,neutral,"['terrible', 'okay']",4,easy,"[2, 3, 4]",Scale variation: terrible (pos 0) vs okay (pos 2),Scale variation
2437,intensity,scale_variation,The movie was poor,The movie was awful,negative,negative,"['poor', 'awful']",4,easy,"[2, 3, 4]",Scale variation: poor (pos 1) vs awful (pos 0),Scale variation
2438,intensity,scale_variation,The book was wonderful,The book was pleasant,positive,positive,"['wonderful', 'pleasant']",4,easy,"[2, 3, 4]",Scale variation: wonderful (pos 4) vs pleasant (pos 3),Scale variation
2439,intensity,scale_variation,The book was wonderful,The book was fine,positive,neutral,"['wonderful', 'fine']",4,easy,"[2, 3, 4]",Scale variation: wonderful (pos 4) vs fine (pos 2),Scale variation
2440,intensity,scale_variation,The product was pleasant,The product was wonderful,positive,positive,"['pleasant', 'wonderful']",4,easy,"[2, 3, 4]",Scale variation: pleasant (pos 3) vs wonderful (pos 4),Scale variation
2441,intensity,scale_variation,The movie was disappointing,The movie was horrible,negative,negative,"['disappointing', 'horrible']",4,easy,"[2, 3, 4]",Scale variation: disappointing (pos 1) vs horrible (pos 0),Scale variation
2442,intensity,scale_variation,The restaurant was bad,The restaurant was good,negative,positive,"['bad', 'good']",4,easy,"[2, 3, 4]",Scale variation: bad (pos 1) vs good (pos 3),Scale variation
2443,intensity,scale_variation,The product was disappointing,The product was horrible,negative,negative,"['disappointing', 'horrible']",4,easy,"[2, 3, 4]",Scale variation: disappointing (pos 1) vs horrible (pos 0),Scale variation
2444,intensity,scale_variation,The movie was okay,The movie was good,neutral,positive,"['okay', 'good']",4,easy,"[2, 3, 4]",Scale variation: okay (pos 2) vs good (pos 3),Scale variation
2445,intensity,scale_variation,The movie was disappointing,The movie was wonderful,negative,positive,"['disappointing', 'wonderful']",4,easy,"[2, 3, 4]",Scale variation: disappointing (pos 1) vs wonderful (pos 4),Scale variation
2446,intensity,scale_variation,The movie was awful,The movie was poor,negative,negative,"['awful', 'poor']",4,easy,"[2, 3, 4]",Scale variation: awful (pos 0) vs poor (pos 1),Scale variation
2447,intensity,scale_variation,The movie was amazing,The movie was bad,positive,negative,"['amazing', 'bad']",4,easy,"[2, 3, 4]",Scale variation: amazing (pos 4) vs bad (pos 1),Scale variation
2448,intensity,scale_variation,The movie was fine,The movie was pleasant,neutral,positive,"['fine', 'pleasant']",4,easy,"[2, 3, 4]",Scale variation: fine (pos 2) vs pleasant (pos 3),Scale variation
2449,intensity,scale_variation,The book was good,The book was okay,positive,neutral,"['good', 'okay']",4,easy,"[2, 3, 4]",Scale variation: good (pos 3) vs okay (pos 2),Scale variation
2450,intensity,scale_variation,The book was good,The book was bad,positive,negative,"['good', 'bad']",4,easy,"[2, 3, 4]",Scale variation: good (pos 3) vs bad (pos 1),Scale variation
2451,intensity,scale_variation,The product was fine,The product was pleasant,neutral,positive,"['fine', 'pleasant']",4,easy,"[2, 3, 4]",Scale variation: fine (pos 2) vs pleasant (pos 3),Scale variation
2452,intensity,scale_variation,The restaurant was poor,The restaurant was average,negative,neutral,"['poor', 'average']",4,easy,"[2, 3, 4]",Scale variation: poor (pos 1) vs average (pos 2),Scale variation
2453,intensity,scale_variation,The product was bad,The product was okay,negative,neutral,"['bad', 'okay']",4,easy,"[2, 3, 4]",Scale variation: bad (pos 1) vs okay (pos 2),Scale variation
2454,intensity,scale_variation,The movie was pleasant,The movie was fine,positive,neutral,"['pleasant', 'fine']",4,easy,"[2, 3, 4]",Scale variation: pleasant (pos 3) vs fine (pos 2),Scale variation
2455,intensity,scale_variation,The restaurant was amazing,The restaurant was terrible,positive,negative,"['amazing', 'terrible']",4,easy,"[2, 3, 4]",Scale variation: amazing (pos 4) vs terrible (pos 0),Scale variation
2456,intensity,scale_variation,The product was awful,The product was poor,negative,negative,"['awful', 'poor']",4,easy,"[2, 3, 4]",Scale variation: awful (pos 0) vs poor (pos 1),Scale variation
2457,intensity,scale_variation,The book was amazing,The book was good,positive,positive,"['amazing', 'good']",4,easy,"[2, 3, 4]",Scale variation: amazing (pos 4) vs good (pos 3),Scale variation
2458,intensity,scale_variation,The book was excellent,The book was poor,positive,negative,"['excellent', 'poor']",4,easy,"[2, 3, 4]",Scale variation: excellent (pos 4) vs poor (pos 1),Scale variation
2459,intensity,scale_variation,The book was disappointing,The book was pleasant,negative,positive,"['disappointing', 'pleasant']",4,easy,"[2, 3, 4]",Scale variation: disappointing (pos 1) vs pleasant (pos 3),Scale variation
2460,intensity,scale_variation,The movie was awful,The movie was poor,negative,negative,"['awful', 'poor']",4,easy,"[2, 3, 4]",Scale variation: awful (pos 0) vs poor (pos 1),Scale variation
2461,intensity,scale_variation,The movie was good,The movie was amazing,positive,positive,"['good', 'amazing']",4,easy,"[2, 3, 4]",Scale variation: good (pos 3) vs amazing (pos 4),Scale variation
2462,intensity,scale_variation,The restaurant was awful,The restaurant was excellent,negative,positive,"['awful', 'excellent']",4,easy,"[2, 3, 4]",Scale variation: awful (pos 0) vs excellent (pos 4),Scale variation
2463,intensity,scale_variation,The restaurant was good,The restaurant was bad,positive,negative,"['good', 'bad']",4,easy,"[2, 3, 4]",Scale variation: good (pos 3) vs bad (pos 1),Scale variation
2464,intensity,scale_variation,The movie was awful,The movie was poor,negative,negative,"['awful', 'poor']",4,easy,"[2, 3, 4]",Scale variation: awful (pos 0) vs poor (pos 1),Scale variation
2465,intensity,scale_variation,The product was amazing,The product was okay,positive,neutral,"['amazing', 'okay']",4,easy,"[2, 3, 4]",Scale variation: amazing (pos 4) vs okay (pos 2),Scale variation
2466,intensity,scale_variation,The product was pleasant,The product was disappointing,positive,negative,"['pleasant', 'disappointing']",4,easy,"[2, 3, 4]",Scale variation: pleasant (pos 3) vs disappointing (pos 1),Scale variation
2467,intensity,scale_variation,The restaurant was fine,The restaurant was pleasant,neutral,positive,"['fine', 'pleasant']",4,easy,"[2, 3, 4]",Scale variation: fine (pos 2) vs pleasant (pos 3),Scale variation
2468,intensity,scale_variation,The product was terrible,The product was good,negative,positive,"['terrible', 'good']",4,easy,"[2, 3, 4]",Scale variation: terrible (pos 0) vs good (pos 3),Scale variation
2469,intensity,scale_variation,The restaurant was disappointing,The restaurant was wonderful,negative,positive,"['disappointing', 'wonderful']",4,easy,"[2, 3, 4]",Scale variation: disappointing (pos 1) vs wonderful (pos 4),Scale variation
2470,intensity,scale_variation,The restaurant was horrible,The restaurant was pleasant,negative,positive,"['horrible', 'pleasant']",4,easy,"[2, 3, 4]",Scale variation: horrible (pos 0) vs pleasant (pos 3),Scale variation
2471,intensity,scale_variation,The product was fine,The product was wonderful,neutral,positive,"['fine', 'wonderful']",4,easy,"[2, 3, 4]",Scale variation: fine (pos 2) vs wonderful (pos 4),Scale variation
2472,intensity,scale_variation,The product was excellent,The product was average,positive,neutral,"['excellent', 'average']",4,easy,"[2, 3, 4]",Scale variation: excellent (pos 4) vs average (pos 2),Scale variation
2473,intensity,scale_variation,The book was terrible,The book was amazing,negative,positive,"['terrible', 'amazing']",4,easy,"[2, 3, 4]",Scale variation: terrible (pos 0) vs amazing (pos 4),Scale variation
2474,intensity,scale_variation,The product was good,The product was bad,positive,negative,"['good', 'bad']",4,easy,"[2, 3, 4]",Scale variation: good (pos 3) vs bad (pos 1),Scale variation
2475,intensity,scale_variation,The book was wonderful,The book was pleasant,positive,positive,"['wonderful', 'pleasant']",4,easy,"[2, 3, 4]",Scale variation: wonderful (pos 4) vs pleasant (pos 3),Scale variation
2476,intensity,scale_variation,The product was terrible,The product was okay,negative,neutral,"['terrible', 'okay']",4,easy,"[2, 3, 4]",Scale variation: terrible (pos 0) vs okay (pos 2),Scale variation
2477,intensity,scale_variation,The product was excellent,The product was average,positive,neutral,"['excellent', 'average']",4,easy,"[2, 3, 4]",Scale variation: excellent (pos 4) vs average (pos 2),Scale variation
2478,intensity,scale_variation,The restaurant was amazing,The restaurant was okay,positive,neutral,"['amazing', 'okay']",4,easy,"[2, 3, 4]",Scale variation: amazing (pos 4) vs okay (pos 2),Scale variation
2479,intensity,scale_variation,The book was okay,The book was terrible,neutral,negative,"['okay', 'terrible']",4,easy,"[2, 3, 4]",Scale variation: okay (pos 2) vs terrible (pos 0),Scale variation
2480,intensity,scale_variation,The movie was poor,The movie was nice,negative,positive,"['poor', 'nice']",4,easy,"[2, 3, 4]",Scale variation: poor (pos 1) vs nice (pos 3),Scale variation
2481,intensity,scale_variation,The product was bad,The product was terrible,negative,negative,"['bad', 'terrible']",4,easy,"[2, 3, 4]",Scale variation: bad (pos 1) vs terrible (pos 0),Scale variation
2482,intensity,scale_variation,The movie was horrible,The movie was disappointing,negative,negative,"['horrible', 'disappointing']",4,easy,"[2, 3, 4]",Scale variation: horrible (pos 0) vs disappointing (pos 1),Scale variation
